ILOG_CSV_FORMAT,1.0
DUE_DATE,333,8000,End,0.2,0.8
DUE_DATE,334,8000,End,0.2,0.8
DUE_DATE,335,8000,End,0.2,0.8
DUE_DATE,336,8000,End,0.2,0.8
DUE_DATE,337,8000,End,0.2,0.8
DUE_DATE,338,8000,End,0.2,0.8
DUE_DATE,339,8000,End,0.2,0.8
DUE_DATE,340,8000,End,0.2,0.8
DUE_DATE,341,8000,End,0.2,0.8
DUE_DATE,342,8000,End,0.2,0.8
DUE_DATE,343,8000,End,0.2,0.8
DUE_DATE,344,8000,End,0.2,0.8
DUE_DATE,345,8000,End,0.2,0.8
DUE_DATE,346,8000,End,0.2,0.8
DUE_DATE,347,8000,End,0.2,0.8
DUE_DATE,348,8000,End,0.2,0.8
DUE_DATE,349,8000,End,0.2,0.8
DUE_DATE,350,8000,End,0.2,0.8
DUE_DATE,351,8000,End,0.2,0.8
DUE_DATE,352,8000,End,0.2,0.8
DUE_DATE,353,8000,End,0.2,0.8
DUE_DATE,354,8000,End,0.2,0.8
DUE_DATE,355,8000,End,0.2,0.8
DUE_DATE,356,8000,End,0.2,0.8
DUE_DATE,357,8000,End,0.2,0.8
DUE_DATE,358,8000,End,0.2,0.8
DUE_DATE,359,8000,End,0.2,0.8
DUE_DATE,360,8000,End,0.2,0.8
DUE_DATE,361,8000,End,0.2,0.8
DUE_DATE,362,8000,End,0.2,0.8
DUE_DATE,363,8000,End,0.2,0.8
DUE_DATE,364,8000,End,0.2,0.8
DUE_DATE,365,8000,End,0.2,0.8
DUE_DATE,366,8000,End,0.2,0.8
DUE_DATE,367,8000,End,0.2,0.8
DUE_DATE,368,8000,End,0.2,0.8
DUE_DATE,369,8000,End,0.2,0.8
DUE_DATE,370,8000,End,0.2,0.8
DUE_DATE,371,8000,End,0.2,0.8
DUE_DATE,372,8000,End,0.2,0.8
DUE_DATE,373,8000,End,0.2,0.8
DUE_DATE,374,8000,End,0.2,0.8
DUE_DATE,375,8000,End,0.2,0.8
DUE_DATE,376,8000,End,0.2,0.8
DUE_DATE,377,8000,End,0.2,0.8
DUE_DATE,378,8000,End,0.2,0.8
DUE_DATE,379,8000,End,0.2,0.8
DUE_DATE,380,8000,End,0.2,0.8
DUE_DATE,381,8000,End,0.2,0.8
DUE_DATE,382,8000,End,0.2,0.8
DUE_DATE,383,8000,End,0.2,0.8
DUE_DATE,384,8000,End,0.2,0.8
DUE_DATE,385,8000,End,0.2,0.8
DUE_DATE,386,8000,End,0.2,0.8
DUE_DATE,387,8000,End,0.2,0.8
DUE_DATE,388,8000,End,0.2,0.8
DUE_DATE,389,8000,End,0.2,0.8
DUE_DATE,390,8000,End,0.2,0.8
DUE_DATE,391,8000,End,0.2,0.8
DUE_DATE,392,8000,End,0.2,0.8
DUE_DATE,393,8000,End,0.2,0.8
DUE_DATE,394,8000,End,0.2,0.8
DUE_DATE,395,8000,End,0.2,0.8
DUE_DATE,396,8000,End,0.2,0.8
DUE_DATE,397,8000,End,0.2,0.8
DUE_DATE,398,8000,End,0.2,0.8
DUE_DATE,399,8000,End,0.2,0.8
DUE_DATE,400,8000,End,0.2,0.8
DUE_DATE,401,8000,End,0.2,0.8
DUE_DATE,402,8000,End,0.2,0.8
DUE_DATE,403,16000,End,0.4,1
DUE_DATE,404,16000,End,0.4,1
DUE_DATE,405,16000,End,0.4,1
DUE_DATE,406,16000,End,0.4,1
DUE_DATE,407,16000,End,0.4,1
DUE_DATE,408,16000,End,0.4,1
DUE_DATE,409,16000,End,0.4,1
DUE_DATE,410,16000,End,0.4,1
DUE_DATE,411,16000,End,0.4,1
DUE_DATE,412,16000,End,0.4,1
DUE_DATE,413,16000,End,0.4,1
DUE_DATE,414,16000,End,0.4,1
DUE_DATE,415,16000,End,0.4,1
DUE_DATE,416,16000,End,0.4,1
DUE_DATE,417,16000,End,0.4,1
DUE_DATE,418,16000,End,0.4,1
DUE_DATE,419,16000,End,0.4,1
DUE_DATE,420,16000,End,0.4,1
DUE_DATE,421,16000,End,0.4,1
DUE_DATE,422,16000,End,0.4,1
DUE_DATE,423,16000,End,0.4,1
DUE_DATE,424,16000,End,0.4,1
DUE_DATE,425,16000,End,0.4,1
DUE_DATE,426,16000,End,0.4,1
DUE_DATE,427,16000,End,0.4,1
DUE_DATE,428,16000,End,0.4,1
DUE_DATE,429,16000,End,0.4,1
DUE_DATE,430,16000,End,0.4,1
DUE_DATE,431,16000,End,0.4,1
DUE_DATE,432,16000,End,0.4,1
DUE_DATE,433,8000,End,0.2,0.8
DUE_DATE,434,8000,End,0.2,0.8
DUE_DATE,435,8000,End,0.2,0.8
DUE_DATE,436,8000,End,0.2,0.8
DUE_DATE,437,8000,End,0.2,0.8
DUE_DATE,438,8000,End,0.2,0.8
DUE_DATE,439,8000,End,0.2,0.8
DUE_DATE,440,8000,End,0.2,0.8
DUE_DATE,441,8000,End,0.2,0.8
DUE_DATE,442,8000,End,0.2,0.8
DUE_DATE,443,8000,End,0.2,0.8
DUE_DATE,444,8000,End,0.2,0.8
DUE_DATE,445,8000,End,0.2,0.8
DUE_DATE,446,8000,End,0.2,0.8
DUE_DATE,447,8000,End,0.2,0.8
DUE_DATE,448,8000,End,0.2,0.8
DUE_DATE,449,8000,End,0.2,0.8
DUE_DATE,450,8000,End,0.2,0.8
DUE_DATE,451,8000,End,0.2,0.8
DUE_DATE,452,8000,End,0.2,0.8
DUE_DATE,453,8000,End,0.2,0.8
DUE_DATE,454,8000,End,0.2,0.8
DUE_DATE,455,8000,End,0.2,0.8
DUE_DATE,456,8000,End,0.2,0.8
DUE_DATE,457,8000,End,0.2,0.8
DUE_DATE,458,8000,End,0.2,0.8
DUE_DATE,459,8000,End,0.2,0.8
DUE_DATE,460,8000,End,0.2,0.8
DUE_DATE,461,8000,End,0.2,0.8
DUE_DATE,462,8000,End,0.2,0.8
DUE_DATE,463,8000,End,0.2,0.8
DUE_DATE,464,8000,End,0.2,0.8
DUE_DATE,465,8000,End,0.2,0.8
DUE_DATE,466,8000,End,0.2,0.8
DUE_DATE,467,8000,End,0.2,0.8
DUE_DATE,468,8000,End,0.2,0.8
DUE_DATE,469,8000,End,0.2,0.8
DUE_DATE,470,8000,End,0.2,0.8
DUE_DATE,471,8000,End,0.2,0.8
DUE_DATE,472,8000,End,0.2,0.8
DUE_DATE,473,8000,End,0.2,0.8
DUE_DATE,474,8000,End,0.2,0.8
DUE_DATE,475,8000,End,0.2,0.8
DUE_DATE,476,8000,End,0.2,0.8
DUE_DATE,477,8000,End,0.2,0.8
DUE_DATE,478,8000,End,0.2,0.8
DUE_DATE,479,8000,End,0.2,0.8
DUE_DATE,480,8000,End,0.2,0.8
DUE_DATE,481,8000,End,0.2,0.8
DUE_DATE,482,8000,End,0.2,0.8
DUE_DATE,483,8000,End,0.2,0.8
DUE_DATE,484,8000,End,0.2,0.8
DUE_DATE,485,8000,End,0.2,0.8
DUE_DATE,486,8000,End,0.2,0.8
DUE_DATE,487,8000,End,0.2,0.8
DUE_DATE,488,8000,End,0.2,0.8
DUE_DATE,489,8000,End,0.2,0.8
DUE_DATE,490,8000,End,0.2,0.8
DUE_DATE,491,8000,End,0.2,0.8
DUE_DATE,492,8000,End,0.2,0.8
DUE_DATE,493,8000,End,0.2,0.8
DUE_DATE,494,8000,End,0.2,0.8
DUE_DATE,495,8000,End,0.2,0.8
DUE_DATE,496,8000,End,0.2,0.8
DUE_DATE,497,8000,End,0.2,0.8
DUE_DATE,498,8000,End,0.2,0.8
DUE_DATE,499,8000,End,0.2,0.8

MODE|NAMES,ACTIVITY_ID,MODE_ID,RESOURCE_ID,REQUIRED_CAPACITY,MODE_COST,PROCESSING_TIME,START_MIN,START_MAX,END_MIN,END_MAX,UNPERFORMED_COST,UNPERFORMED_SETUP_TIME,UNPERFORMED_SETUP_COST
MODE|KEYS,1,1,0,0,0,0,0,0,0,0,0,0,0
MODE|TYPES,int,int,int,int,int,int,int,int,int,int,int,int,int
MODE,0,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,1,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,2,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,3,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,4,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,5,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,6,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,7,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,8,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,9,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,10,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,11,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,12,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,13,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,14,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,15,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,16,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,17,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,18,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,19,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,20,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,21,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,22,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,23,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,24,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,25,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,26,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,27,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,28,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,29,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,30,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,31,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,32,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,33,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,34,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,35,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,36,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,37,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,38,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,39,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,40,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,41,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,42,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,43,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,44,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,45,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,46,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,47,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,48,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,49,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,50,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,51,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,52,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,53,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,54,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,55,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,56,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,57,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,58,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,59,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,60,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,61,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,62,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,63,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,64,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,65,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,66,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,67,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,68,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,69,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,70,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,71,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,72,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,73,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,74,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,75,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,76,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,77,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,78,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,79,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,80,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,81,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,82,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,83,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,84,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,85,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,86,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,87,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,88,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,89,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,90,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,91,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,92,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,93,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,94,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,95,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,96,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,97,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,98,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,99,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,100,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,101,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,102,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,103,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,104,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,105,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,106,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,107,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,108,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,109,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,110,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,111,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,112,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,113,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,114,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,115,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,116,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,117,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,118,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,119,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,120,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,121,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,122,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,123,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,124,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,125,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,126,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,127,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,128,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,129,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,130,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,131,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,132,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,133,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,134,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,135,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,136,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,137,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,138,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,139,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,140,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,141,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,142,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,143,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,144,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,145,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,146,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,147,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,148,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,149,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,150,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,151,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,152,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,153,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,154,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,155,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,156,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,157,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,158,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,159,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,160,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,161,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,162,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,163,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,164,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,165,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,166,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,167,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,168,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,169,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,170,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,171,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,172,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,173,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,174,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,175,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,176,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,177,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,178,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,179,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,180,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,181,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,182,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,183,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,184,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,185,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,186,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,187,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,188,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,189,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,190,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,191,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,192,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,193,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,194,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,195,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,196,0,0,1,100,40,0,39960,40,40000,12000,0,0
MODE,197,0,0,1,100,40,0,39960,40,40000,12000,0,0
